fname,reef_no,replicate,perimeter_m,area_m2,diam_longest_m,diam_perpendic_m,imagery_resolution_m,date,method,platform,imagery_type,provider,instrument,observer,notes,X1,reef_no;replicate;perimeter_m;area_m2;diam_longest_m;diam_perpendic_m;imagery_resolution_m;date;method;platform;imagery_type;provider;instrument;observer;notes,dt
data/Module1_MeasuringReefs_groupShawna.csv,12,1,361.6,10360,NA,NA,5,20160208,imagery,PlanetExplorer,satellite,Planet,RapidEye,ASL,NA,97,NA,2016-02-08
data/Module1_MeasuringReefs_groupShawna.csv,12,2,359,10600,NA,NA,5,20160208,imagery,PlanetExplorer,satellite,Planet,RapidEye,ASL,NA,98,NA,2016-02-08
data/Module1_MeasuringReefs_groupShawna.csv,12,3,352,10390,NA,NA,5,20160208,imagery,PlanetExplorer,satellite,Planet,RapidEye,ASL,NA,99,NA,2016-02-08
data/Module1_MeasuringReefs_groupShawna.csv,12,1,390,11920,NA,NA,10,20180307,imagery,PlanetExplorer,satellite,ESA,Sentinel-2,ASL,NA,100,NA,2018-03-07
data/Module1_MeasuringReefs_groupShawna.csv,12,2,358,10420,NA,NA,10,20180307,imagery,PlanetExplorer,satellite,ESA,Sentinel-2,ASL,NA,101,NA,2018-03-07
data/Module1_MeasuringReefs_groupShawna.csv,12,3,402,1e4,NA,NA,10,20180307,imagery,PlanetExplorer,satellite,ESA,Sentinel-2,ASL,NA,102,NA,2018-03-07
data/Module1_MeasuringReefs_groupShawna.csv,12,1,407,11620,NA,NA,30,20190328,imagery,PlanetExplorer,satellite,USGS,Landsat 8,ASL,NA,103,NA,2019-03-28
data/Module1_MeasuringReefs_groupShawna.csv,12,2,400,13100,NA,NA,30,20190328,imagery,PlanetExplorer,satellite,USGS,Landsat 8,ASL,NA,104,NA,2019-03-28
data/Module1_MeasuringReefs_groupShawna.csv,12,3,390,12400,NA,NA,30,20190328,imagery,PlanetExplorer,satellite,USGS,Landsat 8,ASL,NA,105,NA,2019-03-28
data/Module1_MeasuringReefs_groupShawna.csv,16,1,178.8,2545.33758,NA,NA,0,NA,field,boat,NA,NA,transect tape,ASL,NA,106,NA,NA
data/Module1_MeasuringReefs_groupShawna.csv,16,2,185.574,2741.85585,59.1,NA,0,NA,field,boat,NA,NA,transect tape,ASL,NA,107,NA,NA
data/Module1_MeasuringReefs_groupShawna.csv,16,3,176.468,2479.3754,NA,56.2,0,NA,field,boat,NA,NA,transect tape,ASL,NA,108,NA,NA
data/Module1_MeasuringReefs_groupShawna.csv,16,1,181,2614,NA,NA,0.15,20130115,imagery,Google Earth,aerial,unknown,unknown,ASL,NA,109,NA,2013-01-15
data/Module1_MeasuringReefs_groupShawna.csv,16,2,190,2907,NA,NA,0.15,20130115,imagery,Google Earth,aerial,unknown,unknown,ASL,NA,110,NA,2013-01-15
data/Module1_MeasuringReefs_groupShawna.csv,16,3,185.6,2745,NA,NA,0.15,20130115,imagery,Google Earth,aerial,unknown,unknown,ASL,NA,111,NA,2013-01-15
data/Module1_MeasuringReefs_groupShawna.csv,16,1,198,3127,NA,NA,0.5,20130822,imagery,Google Earth,satellite,DigitalGlobe,"WorldView-1/2, GeoEye-1, or Quickbird",ASL,NA,112,NA,2013-08-22
data/Module1_MeasuringReefs_groupShawna.csv,16,2,201.7,3244,NA,NA,0.5,20130822,imagery,Google Earth,satellite,DigitalGlobe,"WorldView-1/2, GeoEye-1, or Quickbird",ASL,NA,113,NA,2013-08-22
data/Module1_MeasuringReefs_groupShawna.csv,16,3,187,2793,NA,NA,0.5,20130822,imagery,Google Earth,satellite,DigitalGlobe,"WorldView-1/2, GeoEye-1, or Quickbird",ASL,NA,114,NA,2013-08-22
data/Module1_MeasuringReefs_groupShawna.csv,16,1,174.5,2427,NA,NA,1,20110108,imagery,Google Earth,satellite,DigitalGlobe,Ikonos,ASL,NA,115,NA,2011-01-08
data/Module1_MeasuringReefs_groupShawna.csv,16,2,184.5,2716,NA,NA,1,20110108,imagery,Google Earth,satellite,DigitalGlobe,Ikonos,ASL,NA,116,NA,2011-01-08
data/Module1_MeasuringReefs_groupShawna.csv,16,3,183.4,2680,NA,NA,1,20110108,imagery,Google Earth,satellite,DigitalGlobe,Ikonos,ASL,NA,117,NA,2011-01-08
data/Module1_MeasuringReefs_groupShawna.csv,16,1,185.6,2747,NA,NA,2,20030412,imagery,Google Earth,satellite,DigitalGlobe,EarlyBird-1 (not 100% sure),ASL,NA,118,NA,2003-04-12
data/Module1_MeasuringReefs_groupShawna.csv,16,2,192,2952,NA,NA,2,20030412,imagery,Google Earth,satellite,DigitalGlobe,EarlyBird-1 (not 100% sure),ASL,NA,119,NA,2003-04-12
data/Module1_MeasuringReefs_groupShawna.csv,16,3,193,2975,NA,NA,2,20030412,imagery,Google Earth,satellite,DigitalGlobe,EarlyBird-1 (not 100% sure),ASL,NA,120,NA,2003-04-12
data/Module1_MeasuringReefs_groupShawna.csv,16,1,170,2680,NA,NA,3,20190316,imagery,PlanetExplorer,satellite,Planet,PlanetScope (formerly Dove CubeSats),ASL,NA,121,NA,2019-03-16
data/Module1_MeasuringReefs_groupShawna.csv,16,2,177.4,2470,NA,NA,3,20190316,imagery,PlanetExplorer,satellite,Planet,PlanetScope (formerly Dove CubeSats),ASL,NA,122,NA,2019-03-16
data/Module1_MeasuringReefs_groupShawna.csv,16,3,182.6,2710,NA,NA,3,20190316,imagery,PlanetExplorer,satellite,Planet,PlanetScope (formerly Dove CubeSats),ASL,NA,123,NA,2019-03-16
data/Module1_MeasuringReefs_groupShawna.csv,16,1,175,2470,NA,NA,5,20160208,imagery,PlanetExplorer,satellite,Planet,RapidEye,ASL,NA,124,NA,2016-02-08
data/Module1_MeasuringReefs_groupShawna.csv,16,2,177,2280,NA,NA,5,20160208,imagery,PlanetExplorer,satellite,Planet,RapidEye,ASL,NA,125,NA,2016-02-08
data/Module1_MeasuringReefs_groupShawna.csv,16,3,181,2620,NA,NA,5,20160208,imagery,PlanetExplorer,satellite,Planet,RapidEye,ASL,NA,126,NA,2016-02-08
data/Module1_MeasuringReefs_groupShawna.csv,16,1,195,2330,NA,NA,10,20180307,imagery,PlanetExplorer,satellite,ESA,Sentinel-2,ASL,NA,127,NA,2018-03-07
data/Module1_MeasuringReefs_groupShawna.csv,16,2,200,2100,NA,NA,10,20180307,imagery,PlanetExplorer,satellite,ESA,Sentinel-2,ASL,NA,128,NA,2018-03-07
data/Module1_MeasuringReefs_groupShawna.csv,16,3,191,2460,NA,NA,10,20180307,imagery,PlanetExplorer,satellite,ESA,Sentinel-2,ASL,NA,129,NA,2018-03-07
data/Module1_MeasuringReefs_groupShawna.csv,16,1,205,4e3,NA,NA,30,20190328,imagery,PlanetExplorer,satellite,USGS,Landsat 8,ASL,NA,130,NA,2019-03-28
data/Module1_MeasuringReefs_groupShawna.csv,16,2,178,3e3,NA,NA,30,20190328,imagery,PlanetExplorer,satellite,USGS,Landsat 8,ASL,NA,131,NA,2019-03-28
data/Module1_MeasuringReefs_groupShawna.csv,16,3,193,2320,NA,NA,30,20190328,imagery,PlanetExplorer,satellite,USGS,Landsat 8,ASL,NA,132,NA,2019-03-28
data/Module1_MeasuringReefs_groupShawna.csv,19,1,103.8,857.8375796,NA,NA,0,NA,field,boat,NA,NA,transect tape,ASL,NA,133,NA,NA
data/Module1_MeasuringReefs_groupShawna.csv,19,2,94.2,706.5,30,NA,0,NA,field,boat,NA,NA,transect tape,ASL,NA,134,NA,NA
data/Module1_MeasuringReefs_groupShawna.csv,19,3,103.62,854.865,NA,33,0,NA,field,boat,NA,NA,transect tape,ASL,NA,135,NA,NA
data/Module1_MeasuringReefs_groupShawna.csv,19,1,108.6,941,NA,NA,0.15,20130115,imagery,Google Earth,aerial,unknown,unknown,ASL,NA,136,NA,2013-01-15
data/Module1_MeasuringReefs_groupShawna.csv,19,2,109.43,955,NA,NA,0.15,20130115,imagery,Google Earth,aerial,unknown,unknown,ASL,NA,137,NA,2013-01-15
data/Module1_MeasuringReefs_groupShawna.csv,19,3,106,897,NA,NA,0.15,20130115,imagery,Google Earth,aerial,unknown,unknown,ASL,NA,138,NA,2013-01-15
data/Module1_MeasuringReefs_groupShawna.csv,19,1,104.9,876.9,NA,NA,0.5,20130822,imagery,Google Earth,satellite,DigitalGlobe,"WorldView-1/2, GeoEye-1, or Quickbird",ASL,NA,139,NA,2013-08-22
data/Module1_MeasuringReefs_groupShawna.csv,19,2,106.2,899,NA,NA,0.5,20130822,imagery,Google Earth,satellite,DigitalGlobe,"WorldView-1/2, GeoEye-1, or Quickbird",ASL,NA,140,NA,2013-08-22
data/Module1_MeasuringReefs_groupShawna.csv,19,3,110.9,979,NA,NA,0.5,20130822,imagery,Google Earth,satellite,DigitalGlobe,"WorldView-1/2, GeoEye-1, or Quickbird",ASL,NA,141,NA,2013-08-22
data/Module1_MeasuringReefs_groupShawna.csv,19,1,107.4,919,NA,NA,1,20110108,imagery,Google Earth,satellite,DigitalGlobe,Ikonos,ASL,NA,142,NA,2011-01-08
data/Module1_MeasuringReefs_groupShawna.csv,19,2,108.6,940,NA,NA,1,20110108,imagery,Google Earth,satellite,DigitalGlobe,Ikonos,ASL,NA,143,NA,2011-01-08
data/Module1_MeasuringReefs_groupShawna.csv,19,3,102.47,838,NA,NA,1,20110108,imagery,Google Earth,satellite,DigitalGlobe,Ikonos,ASL,NA,144,NA,2011-01-08
data/Module1_MeasuringReefs_groupShawna.csv,19,1,123.8,1222,NA,NA,2,20030412,imagery,Google Earth,satellite,DigitalGlobe,EarlyBird-1 (not 100% sure),ASL,NA,145,NA,2003-04-12
data/Module1_MeasuringReefs_groupShawna.csv,19,2,118.8,1125,NA,NA,2,20030412,imagery,Google Earth,satellite,DigitalGlobe,EarlyBird-1 (not 100% sure),ASL,NA,146,NA,2003-04-12
data/Module1_MeasuringReefs_groupShawna.csv,19,3,117.9,1108,NA,NA,2,20030412,imagery,Google Earth,satellite,DigitalGlobe,EarlyBird-1 (not 100% sure),ASL,NA,147,NA,2003-04-12
data/Module1_MeasuringReefs_groupShawna.csv,19,1,126.2,1440,NA,NA,3,20190316,imagery,PlanetExplorer,satellite,Planet,PlanetScope (formerly Dove CubeSats),ASL,NA,148,NA,2019-03-16
data/Module1_MeasuringReefs_groupShawna.csv,19,2,117.3,1760,NA,NA,3,20190316,imagery,PlanetExplorer,satellite,Planet,PlanetScope (formerly Dove CubeSats),ASL,NA,149,NA,2019-03-16
data/Module1_MeasuringReefs_groupShawna.csv,19,3,117.6,1030,NA,NA,3,20190316,imagery,PlanetExplorer,satellite,Planet,PlanetScope (formerly Dove CubeSats),ASL,NA,150,NA,2019-03-16
data/Module1_MeasuringReefs_groupShawna.csv,19,1,146.3,1250,NA,NA,5,20160208,imagery,PlanetExplorer,satellite,Planet,RapidEye,ASL,NA,151,NA,2016-02-08
data/Module1_MeasuringReefs_groupShawna.csv,19,2,107.4,1130,NA,NA,5,20160208,imagery,PlanetExplorer,satellite,Planet,RapidEye,ASL,NA,152,NA,2016-02-08
data/Module1_MeasuringReefs_groupShawna.csv,19,3,98,1220,NA,NA,5,20160208,imagery,PlanetExplorer,satellite,Planet,RapidEye,ASL,NA,153,NA,2016-02-08
data/Module1_MeasuringReefs_groupShawna.csv,19,1,110,733,NA,NA,10,20180307,imagery,PlanetExplorer,satellite,ESA,Sentinel-2,ASL,NA,154,NA,2018-03-07
data/Module1_MeasuringReefs_groupShawna.csv,19,2,99,926,NA,NA,10,20180307,imagery,PlanetExplorer,satellite,ESA,Sentinel-2,ASL,NA,155,NA,2018-03-07
data/Module1_MeasuringReefs_groupShawna.csv,19,3,94,1050,NA,NA,10,20180307,imagery,PlanetExplorer,satellite,ESA,Sentinel-2,ASL,NA,156,NA,2018-03-07
data/Module1_MeasuringReefs_groupShawna.csv,19,1,120,1147,NA,NA,30,20190328,imagery,PlanetExplorer,satellite,USGS,Landsat 8,ASL,NA,157,NA,2019-03-28
data/Module1_MeasuringReefs_groupShawna.csv,19,2,115,1053,NA,NA,30,20190328,imagery,PlanetExplorer,satellite,USGS,Landsat 8,ASL,NA,158,NA,2019-03-28
data/Module1_MeasuringReefs_groupShawna.csv,19,3,90,645,NA,NA,30,20190328,imagery,PlanetExplorer,satellite,USGS,Landsat 8,ASL,NA,159,NA,2019-03-28
data/Module1_MeasuringReefs_groupShawna.csv,19,1,116,1028,NA,NA,0.15,20130115,imagery,Google Earth,aerial,unknown,unknown,AC,NA,160,NA,2013-01-15
data/Module1_MeasuringReefs_groupShawna.csv,19,2,114,1011,NA,NA,0.15,20130115,imagery,Google Earth,aerial,unknown,unknown,AC,NA,161,NA,2013-01-15
data/Module1_MeasuringReefs_groupShawna.csv,19,3,115,1020,NA,NA,0.15,20130115,imagery,Google Earth,aerial,unknown,unknown,AC,NA,162,NA,2013-01-15
data/Module1_MeasuringReefs_groupShawna.csv,19,1,119,1086,NA,NA,0.5,20130822,imagery,Google Earth,satellite,DigitalGlobe,"WorldView-1/2, GeoEye-1, or Quickbird",AC,NA,163,NA,2013-08-22
data/Module1_MeasuringReefs_groupShawna.csv,19,2,122,1156,NA,NA,0.5,20130822,imagery,Google Earth,satellite,DigitalGlobe,"WorldView-1/2, GeoEye-1, or Quickbird",AC,NA,164,NA,2013-08-22
data/Module1_MeasuringReefs_groupShawna.csv,19,3,109,945,NA,NA,0.5,20130822,imagery,Google Earth,satellite,DigitalGlobe,"WorldView-1/2, GeoEye-1, or Quickbird",AC,NA,165,NA,2013-08-22
data/Module1_MeasuringReefs_groupShawna.csv,19,1,110,926,NA,NA,1,20110108,imagery,Google Earth,satellite,DigitalGlobe,Ikonos,AC,NA,166,NA,2011-01-08
data/Module1_MeasuringReefs_groupShawna.csv,19,2,109,923,NA,NA,1,20110108,imagery,Google Earth,satellite,DigitalGlobe,Ikonos,AC,NA,167,NA,2011-01-08
data/Module1_MeasuringReefs_groupShawna.csv,19,3,114,1007,NA,NA,1,20110108,imagery,Google Earth,satellite,DigitalGlobe,Ikonos,AC,NA,168,NA,2011-01-08
data/Module1_MeasuringReefs_groupShawna.csv,19,1,119,1106,NA,NA,2,20030412,imagery,Google Earth,satellite,DigitalGlobe,EarlyBird-1 (not 100% sure),AC,NA,169,NA,2003-04-12
data/Module1_MeasuringReefs_groupShawna.csv,19,2,112,986,NA,NA,2,20030412,imagery,Google Earth,satellite,DigitalGlobe,EarlyBird-1 (not 100% sure),AC,NA,170,NA,2003-04-12
data/Module1_MeasuringReefs_groupShawna.csv,19,3,122,1159,NA,NA,2,20030412,imagery,Google Earth,satellite,DigitalGlobe,EarlyBird-1 (not 100% sure),AC,NA,171,NA,2003-04-12
data/Module1_MeasuringReefs_groupShawna.csv,19,1,150,1850,NA,NA,3,20190316,imagery,PlanetExplorer,satellite,Planet,PlanetScope (formerly Dove CubeSats),AC,NA,172,NA,2019-03-16
data/Module1_MeasuringReefs_groupShawna.csv,19,2,150,1850,NA,NA,3,20190316,imagery,PlanetExplorer,satellite,Planet,PlanetScope (formerly Dove CubeSats),AC,NA,173,NA,2019-03-16
data/Module1_MeasuringReefs_groupShawna.csv,19,3,144,1610,NA,NA,3,20190316,imagery,PlanetExplorer,satellite,Planet,PlanetScope (formerly Dove CubeSats),AC,NA,174,NA,2019-03-16
data/Module1_MeasuringReefs_groupShawna.csv,19,1,124,1210,NA,NA,5,20160208,imagery,PlanetExplorer,satellite,Planet,RapidEye,AC,NA,175,NA,2016-02-08
data/Module1_MeasuringReefs_groupShawna.csv,19,2,126,1170,NA,NA,5,20160208,imagery,PlanetExplorer,satellite,Planet,RapidEye,AC,NA,176,NA,2016-02-08
data/Module1_MeasuringReefs_groupShawna.csv,19,3,129,1230,NA,NA,5,20160208,imagery,PlanetExplorer,satellite,Planet,RapidEye,AC,NA,177,NA,2016-02-08
data/Module1_MeasuringReefs_groupShawna.csv,19,1,110,897,NA,NA,10,20180307,imagery,PlanetExplorer,satellite,ESA,Sentinel-2,AC,NA,178,NA,2018-03-07
data/Module1_MeasuringReefs_groupShawna.csv,19,2,122,1040,NA,NA,10,20180307,imagery,PlanetExplorer,satellite,ESA,Sentinel-2,AC,NA,179,NA,2018-03-07
data/Module1_MeasuringReefs_groupShawna.csv,19,3,118,1050,NA,NA,10,20180307,imagery,PlanetExplorer,satellite,ESA,Sentinel-2,AC,NA,180,NA,2018-03-07
data/Module1_MeasuringReefs_groupShawna.csv,19,1,172,2e3,NA,NA,30,20190328,imagery,PlanetExplorer,satellite,USGS,Landsat 8,AC,NA,181,NA,2019-03-28
data/Module1_MeasuringReefs_groupShawna.csv,19,2,232,3800,NA,NA,30,20190328,imagery,PlanetExplorer,satellite,USGS,Landsat 8,AC,NA,182,NA,2019-03-28
data/Module1_MeasuringReefs_groupShawna.csv,19,3,211,3350,NA,NA,30,20190328,imagery,PlanetExplorer,satellite,USGS,Landsat 8,AC,NA,183,NA,2019-03-28
data/Module1_MeasuringReefs_groupShawna.csv,16,1,197,2916,NA,NA,0.15,20130115,imagery,Google Earth,aerial,unknown,unknown,AC,NA,184,NA,2013-01-15
data/Module1_MeasuringReefs_groupShawna.csv,16,2,193,2871,NA,NA,0.15,20130115,imagery,Google Earth,aerial,unknown,unknown,AC,NA,185,NA,2013-01-15
data/Module1_MeasuringReefs_groupShawna.csv,16,3,196,2944,NA,NA,0.15,20130115,imagery,Google Earth,aerial,unknown,unknown,AC,NA,186,NA,2013-01-15
data/Module1_MeasuringReefs_groupShawna.csv,16,1,194,2890,NA,NA,0.5,20130822,imagery,Google Earth,satellite,DigitalGlobe,"WorldView-1/2, GeoEye-1, or Quickbird",AC,NA,187,NA,2013-08-22
data/Module1_MeasuringReefs_groupShawna.csv,16,2,199,3072,NA,NA,0.5,20130822,imagery,Google Earth,satellite,DigitalGlobe,"WorldView-1/2, GeoEye-1, or Quickbird",AC,NA,188,NA,2013-08-22
data/Module1_MeasuringReefs_groupShawna.csv,16,3,200,3115,NA,NA,0.5,20130822,imagery,Google Earth,satellite,DigitalGlobe,"WorldView-1/2, GeoEye-1, or Quickbird",AC,NA,189,NA,2013-08-22
data/Module1_MeasuringReefs_groupShawna.csv,16,1,189,2777,NA,NA,1,20110108,imagery,Google Earth,satellite,DigitalGlobe,Ikonos,AC,NA,190,NA,2011-01-08
data/Module1_MeasuringReefs_groupShawna.csv,16,2,190,2785,NA,NA,1,20110108,imagery,Google Earth,satellite,DigitalGlobe,Ikonos,AC,NA,191,NA,2011-01-08
data/Module1_MeasuringReefs_groupShawna.csv,16,3,190,2819,NA,NA,1,20110108,imagery,Google Earth,satellite,DigitalGlobe,Ikonos,AC,NA,192,NA,2011-01-08
data/Module1_MeasuringReefs_groupShawna.csv,16,1,192,2865,NA,NA,2,20030412,imagery,Google Earth,satellite,DigitalGlobe,EarlyBird-1 (not 100% sure),AC,NA,193,NA,2003-04-12
data/Module1_MeasuringReefs_groupShawna.csv,16,2,192,2826,NA,NA,2,20030412,imagery,Google Earth,satellite,DigitalGlobe,EarlyBird-1 (not 100% sure),AC,NA,194,NA,2003-04-12
data/Module1_MeasuringReefs_groupShawna.csv,16,3,191,2812,NA,NA,2,20030412,imagery,Google Earth,satellite,DigitalGlobe,EarlyBird-1 (not 100% sure),AC,NA,195,NA,2003-04-12
data/Module1_MeasuringReefs_groupShawna.csv,16,1,181,2970,NA,NA,3,20190316,imagery,PlanetExplorer,satellite,Planet,PlanetScope (formerly Dove CubeSats),AC,NA,196,NA,2019-03-16
data/Module1_MeasuringReefs_groupShawna.csv,16,2,193,2790,NA,NA,3,20190316,imagery,PlanetExplorer,satellite,Planet,PlanetScope (formerly Dove CubeSats),AC,NA,197,NA,2019-03-16
data/Module1_MeasuringReefs_groupShawna.csv,16,3,215,3420,NA,NA,3,20190316,imagery,PlanetExplorer,satellite,Planet,PlanetScope (formerly Dove CubeSats),AC,NA,198,NA,2019-03-16
data/Module1_MeasuringReefs_groupShawna.csv,16,1,207,3360,NA,NA,5,20160208,imagery,PlanetExplorer,satellite,Planet,RapidEye,AC,NA,199,NA,2016-02-08
data/Module1_MeasuringReefs_groupShawna.csv,16,2,210,3310,NA,NA,5,20160208,imagery,PlanetExplorer,satellite,Planet,RapidEye,AC,NA,200,NA,2016-02-08
data/Module1_MeasuringReefs_groupShawna.csv,16,3,229,4040,NA,NA,5,20160208,imagery,PlanetExplorer,satellite,Planet,RapidEye,AC,NA,201,NA,2016-02-08
data/Module1_MeasuringReefs_groupShawna.csv,16,1,317,7530,NA,NA,10,20180307,imagery,PlanetExplorer,satellite,ESA,Sentinel-2,AC,NA,202,NA,2018-03-07
data/Module1_MeasuringReefs_groupShawna.csv,16,2,259,4940,NA,NA,10,20180307,imagery,PlanetExplorer,satellite,ESA,Sentinel-2,AC,NA,203,NA,2018-03-07
data/Module1_MeasuringReefs_groupShawna.csv,16,3,267,5400,NA,NA,10,20180307,imagery,PlanetExplorer,satellite,ESA,Sentinel-2,AC,NA,204,NA,2018-03-07
data/Module1_MeasuringReefs_groupShawna.csv,16,1,225,3740,NA,NA,30,20190328,imagery,PlanetExplorer,satellite,USGS,Landsat 8,AC,NA,205,NA,2019-03-28
data/Module1_MeasuringReefs_groupShawna.csv,16,2,351,9300,NA,NA,30,20190328,imagery,PlanetExplorer,satellite,USGS,Landsat 8,AC,NA,206,NA,2019-03-28
data/Module1_MeasuringReefs_groupShawna.csv,16,3,294,6560,NA,NA,30,20190328,imagery,PlanetExplorer,satellite,USGS,Landsat 8,AC,NA,207,NA,2019-03-28
data/Module1_MeasuringReefs_groupShawna.csv,12,1,387,11446,NA,NA,0.15,20130115,imagery,Google Earth,aerial,unknown,unknown,AC,NA,208,NA,2013-01-15
data/Module1_MeasuringReefs_groupShawna.csv,12,2,382,11322,NA,NA,0.15,20130115,imagery,Google Earth,aerial,unknown,unknown,AC,NA,209,NA,2013-01-15
data/Module1_MeasuringReefs_groupShawna.csv,12,3,381,11203,NA,NA,0.15,20130115,imagery,Google Earth,aerial,unknown,unknown,AC,NA,210,NA,2013-01-15
data/Module1_MeasuringReefs_groupShawna.csv,12,1,371,10561,NA,NA,0.5,20130822,imagery,Google Earth,satellite,DigitalGlobe,"WorldView-1/2, GeoEye-1, or Quickbird",AC,NA,211,NA,2013-08-22
data/Module1_MeasuringReefs_groupShawna.csv,12,2,375,10390,NA,NA,0.5,20130822,imagery,Google Earth,satellite,DigitalGlobe,"WorldView-1/2, GeoEye-1, or Quickbird",AC,NA,212,NA,2013-08-22
data/Module1_MeasuringReefs_groupShawna.csv,12,3,378,11017,NA,NA,0.5,20130822,imagery,Google Earth,satellite,DigitalGlobe,"WorldView-1/2, GeoEye-1, or Quickbird",AC,NA,213,NA,2013-08-22
data/Module1_MeasuringReefs_groupShawna.csv,12,1,372,10675,NA,NA,1,20110108,imagery,Google Earth,satellite,DigitalGlobe,Ikonos,AC,NA,214,NA,2011-01-08
data/Module1_MeasuringReefs_groupShawna.csv,12,2,372,11655,NA,NA,1,20110108,imagery,Google Earth,satellite,DigitalGlobe,Ikonos,AC,NA,215,NA,2011-01-08
data/Module1_MeasuringReefs_groupShawna.csv,12,3,365,10321,NA,NA,1,20110108,imagery,Google Earth,satellite,DigitalGlobe,Ikonos,AC,NA,216,NA,2011-01-08
data/Module1_MeasuringReefs_groupShawna.csv,12,1,374,10852,NA,NA,2,20030412,imagery,Google Earth,satellite,DigitalGlobe,EarlyBird-1 (not 100% sure),AC,NA,217,NA,2003-04-12
data/Module1_MeasuringReefs_groupShawna.csv,12,2,383,11418,NA,NA,2,20030412,imagery,Google Earth,satellite,DigitalGlobe,EarlyBird-1 (not 100% sure),AC,NA,218,NA,2003-04-12
data/Module1_MeasuringReefs_groupShawna.csv,12,3,384,11347,NA,NA,2,20030412,imagery,Google Earth,satellite,DigitalGlobe,EarlyBird-1 (not 100% sure),AC,NA,219,NA,2003-04-12
data/Module1_MeasuringReefs_groupShawna.csv,12,1,383,11180,NA,NA,3,20190316,imagery,PlanetExplorer,satellite,Planet,PlanetScope (formerly Dove CubeSats),AC,NA,220,NA,2019-03-16
data/Module1_MeasuringReefs_groupShawna.csv,12,2,396,12100,NA,NA,3,20190316,imagery,PlanetExplorer,satellite,Planet,PlanetScope (formerly Dove CubeSats),AC,NA,221,NA,2019-03-16
data/Module1_MeasuringReefs_groupShawna.csv,12,3,395,11830,NA,NA,3,20190316,imagery,PlanetExplorer,satellite,Planet,PlanetScope (formerly Dove CubeSats),AC,NA,222,NA,2019-03-16
data/Module1_MeasuringReefs_groupShawna.csv,12,1,373,12570,NA,NA,5,20160208,imagery,PlanetExplorer,satellite,Planet,RapidEye,AC,NA,223,NA,2016-02-08
data/Module1_MeasuringReefs_groupShawna.csv,12,2,348,9200,NA,NA,5,20160208,imagery,PlanetExplorer,satellite,Planet,RapidEye,AC,NA,224,NA,2016-02-08
data/Module1_MeasuringReefs_groupShawna.csv,12,3,375,10870,NA,NA,5,20160208,imagery,PlanetExplorer,satellite,Planet,RapidEye,AC,NA,225,NA,2016-02-08
data/Module1_MeasuringReefs_groupShawna.csv,12,1,420,13340,NA,NA,10,20180307,imagery,PlanetExplorer,satellite,ESA,Sentinel-2,AC,NA,226,NA,2018-03-07
data/Module1_MeasuringReefs_groupShawna.csv,12,2,429,14e3,NA,NA,10,20180307,imagery,PlanetExplorer,satellite,ESA,Sentinel-2,AC,NA,227,NA,2018-03-07
data/Module1_MeasuringReefs_groupShawna.csv,12,3,401,12140,NA,NA,10,20180307,imagery,PlanetExplorer,satellite,ESA,Sentinel-2,AC,NA,228,NA,2018-03-07
data/Module1_MeasuringReefs_groupShawna.csv,12,1,447,14990,NA,NA,30,20190328,imagery,PlanetExplorer,satellite,USGS,Landsat 8,AC,NA,229,NA,2019-03-28
data/Module1_MeasuringReefs_groupShawna.csv,12,2,473,16910,NA,NA,30,20190328,imagery,PlanetExplorer,satellite,USGS,Landsat 8,AC,NA,230,NA,2019-03-28
data/Module1_MeasuringReefs_groupShawna.csv,12,3,453,15190,NA,NA,30,20190328,imagery,PlanetExplorer,satellite,USGS,Landsat 8,AC,NA,231,NA,2019-03-28
data/Module1_MeasuringReefs_groupShawna.csv,12,1,391,11969,NA,NA,0.15,20130115,imagery,Google Earth,aerial,unknown,unknown,NH,NA,232,NA,2013-01-15
data/Module1_MeasuringReefs_groupShawna.csv,12,2,394,12127,NA,NA,0.15,20130115,imagery,Google Earth,aerial,unknown,unknown,NH,NA,233,NA,2013-01-15
data/Module1_MeasuringReefs_groupShawna.csv,12,3,415,13023,NA,NA,0.15,20130115,imagery,Google Earth,aerial,unknown,unknown,NH,NA,234,NA,2013-01-15
data/Module1_MeasuringReefs_groupShawna.csv,12,1,386,11419,NA,NA,0.5,20130822,imagery,Google Earth,satellite,DigitalGlobe,"WorldView-1/2, GeoEye-1, or Quickbird",NH,NA,235,NA,2013-08-22
data/Module1_MeasuringReefs_groupShawna.csv,12,2,371,10669,NA,NA,0.5,20130822,imagery,Google Earth,satellite,DigitalGlobe,"WorldView-1/2, GeoEye-1, or Quickbird",NH,NA,236,NA,2013-08-22
data/Module1_MeasuringReefs_groupShawna.csv,12,3,374,10841,NA,NA,0.5,20130822,imagery,Google Earth,satellite,DigitalGlobe,"WorldView-1/2, GeoEye-1, or Quickbird",NH,NA,237,NA,2013-08-22
data/Module1_MeasuringReefs_groupShawna.csv,12,1,373,10812,NA,NA,1,20110108,imagery,Google Earth,satellite,DigitalGlobe,Ikonos,NH,NA,238,NA,2011-01-08
data/Module1_MeasuringReefs_groupShawna.csv,12,2,383,11403,NA,NA,1,20110108,imagery,Google Earth,satellite,DigitalGlobe,Ikonos,NH,NA,239,NA,2011-01-08
data/Module1_MeasuringReefs_groupShawna.csv,12,3,403,12381,NA,NA,1,20110108,imagery,Google Earth,satellite,DigitalGlobe,Ikonos,NH,NA,240,NA,2011-01-08
